"Time","SpineBase","SpineMid","Neck","Head","ShoulderLeft","ElbowLeft","WristLeft","HandLeft","ShoulderRight","ElbowRight","WristRight","HandRight","HipLeft","KneeLeft","AnkleLeft","FootLeft","HipRight","KneeRight","AnkleRight","FootRight","SpineShoulder","HandTipLeft","ThumbLeft","HandTipRight","ThumbRight"
"267909917509","3.826589","3.810777","3.782072","3.779314","3.766811","3.795505","3.783247","3.781672","3.768049","3.792537","3.748552","3.743997","3.785046","3.642916","3.610824","3.494771","3.790426","3.896322","4.004728","3.940083","3.791654","3.774327","3.754563","3.739994","3.743556"
"267910586325","-0.131043","-0.129792","-0.127816","-0.128498","-0.292288","-0.364416","-0.396381","-0.398436","0.023775","0.083273","0.094410","0.077361","-0.201775","-0.250021","-0.259194","-0.264975","-0.057638","-0.056794","-0.078353","-0.047604","-0.128414","-0.375658","-0.364909","0.069489","0.115844"
"267910586325","0.126083","0.450759","0.767299","0.922080","0.633506","0.349788","0.098957","0.046105","0.634805","0.357835","0.118031","0.051177","0.124198","-0.247003","-0.608047","-0.664930","0.125151","-0.286651","-0.617036","-0.678016","0.689318","-0.049737","0.058897","-0.038217","0.018137"
"267910586325","3.769041","3.761328","3.739396","3.724165","3.724086","3.748468","3.726657","3.717868","3.728420","3.747836","3.715402","3.711638","3.727509","3.583377","3.590593","3.484149","3.732571","3.844538","3.994035","3.940882","3.747408","3.719171","3.699200","3.714642","3.700546"
"267910917594","-0.135368","-0.137811","-0.139838","-0.135498","-0.299149","-0.373924","-0.397240","-0.404317","0.017936","0.078090","0.093528","0.076308","-0.205795","-0.251763","-0.260188","-0.265237","-0.062104","-0.058237","-0.079275","-0.043977","-0.139426","-0.402283","-0.368177","0.071360","0.112706"
"267910917594","0.119093","0.444718","0.762780","0.922695","0.630582","0.334714","0.074851","0.024381","0.632299","0.349360","0.108145","0.039878","0.117578","-0.245477","-0.617865","-0.667429","0.118119","-0.295719","-0.618170","-0.682041","0.684376","-0.049480","0.020818","-0.048282","0.016494"
"267910917594","3.737047","3.725074","3.700929","3.699436","3.695568","3.701790","3.675452","3.684385","3.705168","3.720099","3.691482","3.691601","3.696455","3.556128","3.584821","3.483302","3.699809","3.797748","3.989343","3.939074","3.709301","3.700020","3.645000","3.708268","3.680572"
"267911255079","-0.139217","-0.141857","-0.143525","-0.141478","-0.304392","-0.380230","-0.404375","-0.413917","0.009335","0.073630","0.092209","0.079569","-0.209511","-0.254215","-0.260136","-0.266210","-0.065998","-0.057811","-0.072424","-0.031307","-0.143231","-0.406678","-0.378442","0.066744","0.109969"
"267911255079","0.130970","0.449516","0.763055","0.921900","0.629956","0.342541","0.076596","0.022433","0.634290","0.355463","0.113637","0.040186","0.128239","-0.241291","-0.617658","-0.669600","0.131013","-0.297694","-0.615168","-0.680159","0.685557","-0.050003","-0.005711","-0.048392","0.010542"
"267911255079","3.699149","3.702677","3.689087","3.674000","3.666345","3.680239","3.656986","3.651558","3.683480","3.698635","3.673804","3.665529","3.659757","3.542647","3.583971","3.490069","3.660477","3.758840","3.972335","3.929323","3.695263","3.668324","3.628250","3.678015","3.653687"
"267911584687","-0.156466","-0.155491","-0.152516","-0.149926","-0.313656","-0.388600","-0.422532","-0.420267","0.002614","0.067969","0.090794","0.080691","-0.226146","-0.255846","-0.259114","-0.264795","-0.083564","-0.055977","-0.057158","-0.014576","-0.153438","-0.435396","-0.377578","0.077932","0.118818"
"267911584687","0.135127","0.455939","0.768932","0.927457","0.635350","0.347052","0.107687","0.040238","0.638690","0.356242","0.114661","0.031463","0.135309","-0.243541","-0.614398","-0.673604","0.132115","-0.275025","-0.601470","-0.668281","0.691836","-0.011263","0.032482","-0.038925","0.016226"
"267911584687","3.672960","3.668846","3.653556","3.651276","3.647923","3.648447","3.608759","3.613194","3.657236","3.679944","3.647314","3.640360","3.633710","3.531337","3.579495","3.490541","3.634115","3.673602","3.922373","3.884851","3.659549","3.622310","3.587556","3.653098","3.642800"
"267911917650","-0.163148","-0.159367","-0.155236","-0.156055","-0.324489","-0.392574","-0.426563","-0.429059","-0.001527","0.063832","0.089984","0.082434","-0.233924","-0.258982","-0.258655","-0.265754","-0.088975","-0.050201","-0.048828","-0.011473","-0.156357","-0.423894","-0.390545","0.070848","0.118084"
"267911917650","0.139432","0.459606","0.772030","0.932326","0.642138","0.375147","0.127109","0.049026","0.639156","0.352740","0.112465","0.033626","0.140575","-0.248374","-0.614240","-0.674719","0.135397","-0.267901","-0.592250","-0.662423","0.695049","-0.038984","0.028916","-0.040342","0.019582"
"267911917650","3.641846","3.647363","3.638184","3.626949","3.617877","3.618960","3.579715","3.576898","3.630190","3.655359","3.614963","3.615319","3.597840","3.522014","3.578441","3.488199","3.607696","3.620874","3.883635","3.861527","3.643001","3.601371","3.547778","3.631016","3.628546"
"267912586380","-0.166931","-0.167646","-0.167681","-0.168847","-0.335362","-0.402267","-0.445072","-0.444800","-0.006877","0.056819","0.086173","0.075685","-0.237735","-0.262753","-0.257137","-0.264147","-0.092538","-0.051387","-0.060233","-0.013784","-0.167779","-0.436238","-0.379467","0.078571","0.107496"
"267912586380","0.153961","0.474263","0.786755","0.947104","0.652070","0.387339","0.145571","0.074014","0.654181","0.373191","0.136207","0.056129","0.149300","-0.252261","-0.611924","-0.677775","0.155707","-0.245992","-0.582482","-0.649414","0.709781","-0.018850","0.111035","0.002809","0.049587"
"267912586380","3.589135","3.593213","3.583901","3.574450","3.568986","3.558491","3.501563","3.501625","3.600180","3.611870","3.555267","3.555109","3.547813","3.511438","3.575778","3.491553","3.552242","3.532499","3.764183","3.716094","3.588673","3.511368","3.499200","3.561560","3.552313"
"267912914215","-0.165882","-0.167360","-0.168206","-0.170734","-0.337091","-0.407098","-0.443086","-0.448986","-0.012852","0.053996","0.082702","0.070934","-0.236169","-0.263202","-0.256042","-0.264211","-0.091916","-0.049363","-0.076093","-0.032898","-0.168107","-0.446629","-0.386277","0.060944","0.106602"
"267912914215","0.162406","0.481390","0.792216","0.951607","0.656654","0.394596","0.159670","0.092338","0.664394","0.392877","0.142159","0.074823","0.157473","-0.255826","-0.612121","-0.676675","0.163771","-0.228668","-0.563851","-0.635742","0.715682","-0.008565","0.110255","-0.008708","0.059643"
"267912914215","3.574461","3.577250","3.567365","3.553741","3.549623","3.540253","3.471172","3.462701","3.571832","3.596885","3.532960","3.519826","3.528453","3.509140","3.573873","3.489914","3.541792","3.478337","3.691914","3.644531","3.572217","3.483157","3.474800","3.535604","3.520889"
"267913255499","-0.163514","-0.168566","-0.173527","-0.171465","-0.342402","-0.409178","-0.450658","-0.454154","-0.016231","0.053784","0.078005","0.064476","-0.233894","-0.263552","-0.253001","-0.263641","-0.089643","-0.051390","-0.082399","-0.043579","-0.172345","-0.458017","-0.383859","0.057202","0.102587"
"267913255499","0.171219","0.489429","0.799375","0.961011","0.660016","0.406413","0.163585","0.103091","0.674482","0.401876","0.137245","0.088863","0.163602","-0.257020","-0.611317","-0.676150","0.175305","-0.232731","-0.578765","-0.657227","0.723086","0.014404","0.132217","0.010505","0.064653"
"267913255499","3.552350","3.550910","3.535936","3.530719","3.529661","3.509535","3.431830","3.423534","3.545104","3.572704","3.504692","3.492391","3.511557","3.504258","3.573533","3.492199","3.514894","3.458295","3.615679","3.556641","3.542137","3.426584","3.426857","3.503597","3.502000"
"267913586375","-0.164262","-0.170491","-0.176095","-0.172787","-0.342202","-0.410980","-0.450384","-0.456553","-0.017043","0.051540","0.079317","0.061123","-0.234785","-0.265121","-0.252115","-0.263952","-0.090178","-0.054425","-0.082726","-0.044373","-0.174810","-0.458295","-0.405532","0.059813","0.095836"
"267913586375","0.175059","0.491824","0.800451","0.967547","0.670525","0.414331","0.178537","0.123603","0.679899","0.410322","0.141201","0.094506","0.167948","-0.259505","-0.612281","-0.676649","0.178412","-0.234981","-0.589259","-0.660645","0.724473","0.034720","0.124237","0.026198","0.079603"
"267913586375","3.537783","3.537714","3.524842","3.507662","3.506554","3.484499","3.400329","3.379550","3.521379","3.554065","3.480926","3.463560","3.494552","3.497005","3.570926","3.490815","3.503040","3.411356","3.533581","3.468750","3.530456","3.382793","3.391250","3.470253","3.459786"
"267914257180","-0.163061","-0.167578","-0.171374","-0.174751","-0.338350","-0.412495","-0.455182","-0.459295","-0.012232","0.053709","0.080746","0.059703","-0.233253","-0.263367","-0.255115","-0.264455","-0.089238","-0.061182","-0.075114","-0.049164","-0.170552","-0.451145","-0.417452","0.062026","0.092463"
"267914257180","0.180264","0.499285","0.809950","0.971747","0.678603","0.423952","0.205851","0.150274","0.685825","0.415116","0.187397","0.116384","0.174879","-0.260240","-0.616857","-0.677977","0.181687","-0.244160","-0.600912","-0.676270","0.733494","0.056635","0.187263","0.041366","0.062423"
"267914257180","3.491923","3.490385","3.476312","3.458543","3.460265","3.437508","3.330761","3.309591","3.491584","3.506421","3.424295","3.409415","3.446571","3.478432","3.559479","3.476179","3.459562","3.368455","3.367476","3.267578","3.482190","3.294240","3.321000","3.418246","3.422250"
"267914586365","-0.162985","-0.166003","-0.168451","-0.173900","-0.333956","-0.411419","-0.458458","-0.459179","-0.010369","0.056891","0.080069","0.058653","-0.233599","-0.262996","-0.255657","-0.265820","-0.088658","-0.063611","-0.065437","-0.053254","-0.167957","-0.453772","-0.468919","0.052322","0.096879"
"267914586365","0.178012","0.499278","0.811888","0.972509","0.680139","0.424965","0.210600","0.152494","0.687741","0.415763","0.186072","0.113618","0.172471","-0.263672","-0.618291","-0.676124","0.179625","-0.254782","-0.600535","-0.668651","0.734968","0.052931","0.163087","0.036433","0.083943"
"267914586365","3.472334","3.472703","3.460114","3.447028","3.439865","3.422843","3.316174","3.284687","3.463748","3.486710","3.411283","3.385928","3.429618","3.472546","3.556955","3.469224","3.437057","3.347141","3.308871","3.189137","3.465657","3.272990","3.294429","3.394249","3.391091"
"267914914492","-0.161512","-0.163867","-0.165641","-0.172362","-0.333071","-0.410220","-0.459728","-0.457390","-0.005696","0.061180","0.082696","0.061856","-0.232077","-0.261539","-0.256162","-0.266466","-0.087309","-0.064653","-0.071749","-0.059248","-0.165310","-0.447266","-0.499510","0.053470","0.102602"
"267914914492","0.174248","0.495923","0.809033","0.971779","0.677755","0.427276","0.215807","0.156417","0.684248","0.415177","0.184663","0.123988","0.169228","-0.268922","-0.619135","-0.677022","0.175354","-0.260806","-0.597208","-0.668128","0.731987","0.062100","0.189523","0.037680","0.082186"
"267914914492","3.451748","3.452049","3.439911","3.431187","3.429133","3.402361","3.291997","3.254240","3.446148","3.461970","3.391123","3.366862","3.411003","3.464771","3.555475","3.467845","3.414677","3.333327","3.246361","3.129379","3.445295","3.233195","3.276200","3.368419","3.371667"
"267915255468","-0.154697","-0.158940","-0.162246","-0.169639","-0.327615","-0.406951","-0.454827","-0.456284","-0.001595","0.064881","0.090052","0.066590","-0.225678","-0.253219","-0.256506","-0.267855","-0.080210","-0.066432","-0.076250","-0.067794","-0.161563","-0.442491","-0.463094","0.060683","0.104039"
"267915255468","0.170736","0.492795","0.806323","0.966688","0.673017","0.422026","0.213961","0.156731","0.679738","0.409978","0.182115","0.110013","0.164861","-0.279807","-0.621189","-0.678852","0.172715","-0.259912","-0.602220","-0.672370","0.729169","0.056232","0.142173","0.035896","0.076189"
"267915255468","3.426424","3.434528","3.428623","3.411495","3.408001","3.384613","3.267648","3.234808","3.423875","3.441049","3.363726","3.341886","3.385000","3.431287","3.553484","3.466244","3.389997","3.306268","3.232131","3.115260","3.432590","3.207124","3.174583","3.344257","3.344000"
"267916257202","-0.148403","-0.143836","-0.138738","-0.155739","-0.314050","-0.384370","-0.433503","-0.438192","0.011123","0.081718","0.100826","0.084422","-0.218970","-0.253080","-0.260538","-0.277530","-0.074407","-0.084707","-0.089681","-0.082132","-0.140108","-0.432440","-0.437214","0.074114","0.128363"
"267916257202","0.154663","0.478885","0.794347","0.951383","0.656285","0.404866","0.195874","0.142333","0.664236","0.392878","0.156330","0.084034","0.150086","-0.292025","-0.626703","-0.687528","0.155617","-0.265139","-0.607049","-0.679536","0.716736","0.045169","0.137041","0.000508","0.056126"
"267916257202","3.360298","3.375430","3.377308","3.372365","3.372694","3.344598","3.219495","3.187233","3.370544","3.372725","3.294686","3.276855","3.321235","3.334240","3.526237","3.446921","3.321378","3.229999","3.213027","3.107070","3.379259","3.155509","3.130875","3.281025","3.285083"
"267916586334","-0.143111","-0.140867","-0.137553","-0.150295","-0.303671","-0.374853","-0.427900","-0.429920","0.020058","0.084886","0.108035","0.092007","-0.214504","-0.246404","-0.261536","-0.276582","-0.068354","-0.076610","-0.090957","-0.083593","-0.138532","-0.421033","-0.438370","0.089902","0.132849"
"267916586334","0.151668","0.475306","0.790594","0.949940","0.653539","0.398721","0.192881","0.135644","0.654757","0.388045","0.154815","0.076953","0.147769","-0.280237","-0.617123","-0.685467","0.151994","-0.261174","-0.606840","-0.679730","0.712988","0.038860","0.105789","-0.002110","0.044494"
"267916586334","3.341614","3.362541","3.369426","3.365433","3.360161","3.334821","3.217674","3.183376","3.352264","3.353672","3.282048","3.261757","3.302816","3.303253","3.513964","3.449863","3.302381","3.211339","3.210131","3.107131","3.370225","3.151798","3.121250","3.262061","3.258572"
"267916914518","-0.136047","-0.135289","-0.133840","-0.142809","-0.299517","-0.366189","-0.417581","-0.420060","0.024551","0.090146","0.117438","0.103967","-0.206107","-0.234479","-0.257531","-0.276616","-0.062637","-0.073229","-0.090656","-0.085125","-0.134328","-0.410403","-0.446290","0.096992","0.116140"
"267916914518","0.151145","0.475288","0.790735","0.950651","0.652316","0.396787","0.188633","0.129617","0.652457","0.380456","0.145890","0.073190","0.148187","-0.279222","-0.610013","-0.677300","0.150712","-0.259329","-0.607711","-0.679452","0.713116","0.035905","0.117072","-0.008844","0.083615"
"267916914518","3.329127","3.351907","3.361700","3.355309","3.348862","3.325868","3.214491","3.185350","3.341006","3.322798","3.264735","3.245663","3.287748","3.284519","3.502678","3.439090","3.292160","3.199271","3.206887","3.106466","3.361683","3.150428","3.148273","3.248721","3.197200"
"267917255523","-0.134681","-0.133469","-0.131710","-0.138664","-0.297062","-0.360079","-0.408132","-0.404854","0.028422","0.092102","0.120798","0.112451","-0.205245","-0.234004","-0.253473","-0.271152","-0.060822","-0.073367","-0.090877","-0.085748","-0.132251","-0.399464","-0.418354","0.104753","0.109842"
"267917255523","0.151012","0.475331","0.790841","0.951576","0.653350","0.397032","0.185292","0.121461","0.650947","0.376348","0.146486","0.079734","0.148494","-0.280258","-0.610479","-0.675187","0.150005","-0.259489","-0.606771","-0.679724","0.713218","0.027262","0.095762","-0.008569","0.078544"
"267917255523","3.319976","3.342769","3.352888","3.351668","3.342271","3.318606","3.213799","3.191453","3.331289","3.307493","3.247697","3.226080","3.279725","3.283133","3.493972","3.423558","3.281981","3.196453","3.203310","3.106827","3.352733","3.166104","3.140750","3.238300","3.173400"
"267917586378","-0.133321","-0.131487","-0.129066","-0.135111","-0.291229","-0.355740","-0.396466","-0.393038","0.029733","0.092795","0.126398","0.123980","-0.203850","-0.232946","-0.250551","-0.268826","-0.059596","-0.073379","-0.090996","-0.086964","-0.129772","-0.383761","-0.414410","0.117277","0.114492"
"267917586378","0.152493","0.476894","0.792421","0.953681","0.655283","0.396404","0.179103","0.113373","0.653485","0.380429","0.148869","0.078807","0.150398","-0.280067","-0.612815","-0.675808","0.151077","-0.258266","-0.608287","-0.679551","0.714802","0.017281","0.078690","0.005248","0.085984"
"267917586378","3.317425","3.339688","3.349250","3.348759","3.333714","3.312788","3.218187","3.208077","3.328681","3.302600","3.240214","3.217865","3.276026","3.282847","3.491871","3.418840","3.280360","3.195589","3.202653","3.107593","3.349234","3.187992","3.184250","3.226307","3.164044"
"267918257606","-0.135472","-0.130734","-0.125441","-0.128383","-0.289219","-0.350117","-0.378002","-0.367846","0.033080","0.098040","0.136621","0.131940","-0.205931","-0.229061","-0.240889","-0.262193","-0.061804","-0.074443","-0.090210","-0.087170","-0.126949","-0.371391","-0.413120","0.121810","0.109872"
"267918257606","0.157662","0.481375","0.797031","0.959829","0.664292","0.399190","0.157953","0.080712","0.658563","0.390157","0.167649","0.099003","0.155827","-0.278264","-0.608533","-0.673348","0.155871","-0.255763","-0.605213","-0.679494","0.719327","-0.009478","0.086042","0.028919","0.106292"
"267918257606","3.312359","3.335073","3.344456","3.347229","3.329626","3.308747","3.232043","3.243424","3.321403","3.295996","3.215964","3.186456","3.272036","3.281957","3.484167","3.413798","3.274284","3.194671","3.199146","3.107578","3.344549","3.252989","3.231200","3.191098","3.139862"
"267918584182","-0.136160","-0.130735","-0.124423","-0.127131","-0.289272","-0.348925","-0.374900","-0.362077","0.033156","0.099707","0.138979","0.133648","-0.206482","-0.229223","-0.237782","-0.253920","-0.062633","-0.074498","-0.090464","-0.087284","-0.126202","-0.359138","-0.410871","0.128853","0.114593"
"267918584182","0.158866","0.483342","0.799984","0.962072","0.665497","0.399775","0.155395","0.086068","0.660012","0.395896","0.175004","0.116940","0.156798","-0.277879","-0.607542","-0.672087","0.157296","-0.254088","-0.603869","-0.679379","0.722033","0.033815","0.080618","0.045601","0.113039"
"267918584182","3.312513","3.334570","3.343092","3.347065","3.329319","3.309532","3.238017","3.254484","3.321174","3.295249","3.211220","3.175509","3.272331","3.286361","3.484863","3.414827","3.274253","3.195176","3.198188","3.107440","3.343413","3.248944","3.246947","3.182508","3.128628"
"267918914286","-0.137071","-0.131542","-0.125246","-0.127093","-0.288869","-0.348757","-0.377419","-0.365275","0.033152","0.102490","0.140621","0.133378","-0.207478","-0.229974","-0.233362","-0.243609","-0.063459","-0.074313","-0.090362","-0.087601","-0.126992","-0.360441","-0.414793","0.116878","0.098786"
"267918914286","0.159446","0.484197","0.800961","0.963399","0.666937","0.400125","0.154435","0.086427","0.660800","0.398933","0.179971","0.127511","0.157523","-0.277903","-0.600771","-0.669347","0.157738","-0.252173","-0.603385","-0.680054","0.722983","-0.014007","0.081225","0.048016","0.088493"
"267918914286","3.313390","3.335432","3.344139","3.347769","3.330054","3.312172","3.249318","3.265084","3.321519","3.296536","3.206961","3.171252","3.273712","3.294515","3.497786","3.434883","3.274772","3.195589","3.197664","3.105402","3.344388","3.274253","3.256429","3.165828","3.107000"
"267919255447","-0.137997","-0.132995","-0.127429","-0.127579","-0.292222","-0.349149","-0.380567","-0.376497","0.032456","0.104298","0.143479","0.137837","-0.208519","-0.232412","-0.232061","-0.243071","-0.064248","-0.074387","-0.088557","-0.087580","-0.128943","-0.370483","-0.420488","0.118055","0.111519"
"267919255447","0.160751","0.485031","0.801090","0.964811","0.667959","0.397212","0.152568","0.082440","0.662902","0.402442","0.185709","0.138534","0.158427","-0.279846","-0.600547","-0.670106","0.159367","-0.251298","-0.601939","-0.679638","0.723306","0.008343","0.084177","0.056853","0.132353"
"267919255447","3.318457","3.340012","3.348788","3.355952","3.337906","3.321028","3.263106","3.281263","3.325914","3.300087","3.205508","3.176887","3.279034","3.312269","3.504634","3.445771","3.279620","3.197557","3.198545","3.105838","3.348959","3.284249","3.275318","3.167899","3.123435"
"267919586864","-0.139465","-0.135332","-0.130939","-0.129431","-0.293831","-0.352557","-0.382146","-0.382299","0.029866","0.103976","0.142577","0.130695","-0.210054","-0.230320","-0.234823","-0.242560","-0.065596","-0.074932","-0.091212","-0.086843","-0.132118","-0.366005","-0.430954","0.111136","0.094664"
"267919586864","0.159843","0.484161","0.799971","0.963456","0.665526","0.395443","0.151815","0.085855","0.665280","0.405093","0.190235","0.141017","0.156617","-0.280949","-0.596122","-0.669768","0.159170","-0.251557","-0.615311","-0.679645","0.722269","-0.000371","0.084978","0.064027","0.131326"
"267919586864","3.324427","3.348481","3.360412","3.361957","3.345554","3.330868","3.268447","3.281862","3.339111","3.305270","3.206125","3.173951","3.286723","3.316581","3.538308","3.464731","3.284131","3.200233","3.196038","3.105251","3.359741","3.291105","3.279154","3.156078","3.131500"
"267920255294","-0.143042","-0.141206","-0.138905","-0.137996","-0.301994","-0.363835","-0.402760","-0.413426","0.021183","0.099223","0.138733","0.122873","-0.213263","-0.226052","-0.235143","-0.244945","-0.069503","-0.078975","-0.090141","-0.086662","-0.139573","-0.395492","-0.440826","0.114232","0.098033"
"267920255294","0.153675","0.478825","0.795206","0.955392","0.663356","0.389626","0.152929","0.081606","0.659124","0.411268","0.206812","0.148492","0.149939","-0.289125","-0.616069","-0.684043","0.153847","-0.252541","-0.618544","-0.679505","0.717363","-0.018644","0.058184","0.094835","0.130886"
"267920255294","3.357675","3.381415","3.392440","3.387266","3.376220","3.361315","3.295264","3.297437","3.369145","3.338829","3.219014","3.190856","3.317834","3.354890","3.560251","3.497017","3.319404","3.222750","3.195144","3.104843","3.392061","3.306488","3.281000","3.161752","3.128422"
"267920584294","-0.142392","-0.143688","-0.143433","-0.141402","-0.302528","-0.369831","-0.411706","-0.423799","0.017102","0.096181","0.136383","0.116492","-0.213447","-0.235430","-0.235884","-0.243981","-0.068038","-0.078546","-0.090400","-0.086681","-0.143657","-0.414793","-0.455885","0.115260","0.107084"
"267920584294","0.149293","0.474857","0.791605","0.953320","0.660782","0.386634","0.149175","0.078996","0.654554","0.406628","0.205739","0.142511","0.144960","-0.293916","-0.616820","-0.685796","0.150194","-0.253916","-0.610210","-0.679394","0.713682","-0.004135","0.103534","0.089321","0.165272"
"267920584294","3.381898","3.397396","3.402545","3.398228","3.396132","3.378183","3.311800","3.308638","3.391512","3.361374","3.230597","3.204727","3.341664","3.410021","3.565736","3.504768","3.343829","3.233741","3.200635","3.105005","3.403428","3.305006","3.302215","3.195012","3.161809"
"267920914776","-0.144503","-0.149743","-0.153900","-0.145605","-0.311020","-0.375638","-0.418667","-0.432579","0.011129","0.090366","0.128132","0.117305","-0.215478","-0.236231","-0.235878","-0.240678","-0.070189","-0.077844","-0.090611","-0.086143","-0.153005","-0.423315","-0.467295","0.103370","0.099805"
"267920914776","0.148887","0.472339","0.787165","0.948983","0.659845","0.389191","0.150453","0.079319","0.652216","0.405762","0.201757","0.158692","0.144546","-0.294577","-0.617267","-0.684381","0.149820","-0.255130","-0.614847","-0.679371","0.709694","-0.014223","0.105408","0.085425","0.161524"
"267920914776","3.405854","3.420861","3.423548","3.406733","3.412686","3.391767","3.320238","3.316346","3.410557","3.378145","3.257782","3.231229","3.361875","3.425025","3.576015","3.508663","3.371851","3.251728","3.200339","3.104606","3.425186","3.324895","3.316444","3.204748","3.182579"
"267921257167","-0.153500","-0.157660","-0.160717","-0.150658","-0.319122","-0.385246","-0.426267","-0.439141","0.004809","0.083097","0.122980","0.108426","-0.225008","-0.226940","-0.235587","-0.238985","-0.078436","-0.074360","-0.091576","-0.083999","-0.160117","-0.432545","-0.480300","0.084991","0.081189"
"267921257167","0.146445","0.471318","0.787129","0.949480","0.655997","0.386495","0.153488","0.090891","0.649837","0.405665","0.202557","0.154347","0.141604","-0.289761","-0.623904","-0.687711","0.147924","-0.258988","-0.618392","-0.681004","0.709450","-0.008801","0.127420","0.074278","0.158593"
"267921257167","3.440402","3.442846","3.435776","3.420914","3.430456","3.408529","3.336680","3.332912","3.428089","3.406083","3.285376","3.255340","3.401030","3.432221","3.584455","3.509812","3.401580","3.292852","3.200683","3.101490","3.439612","3.335628","3.338429","3.226338","3.223947"
"267921916518","-0.153044","-0.163410","-0.172020","-0.159854","-0.332190","-0.396439","-0.439783","-0.450481","-0.007488","0.068160","0.109119","0.098934","-0.223689","-0.223487","-0.229632","-0.234928","-0.078779","-0.066610","-0.084767","-0.080379","-0.170041","-0.441849","-0.469831","0.088212","0.083322"
