"Time","SpineBase","SpineMid","Neck","Head","ShoulderLeft","ElbowLeft","WristLeft","HandLeft","ShoulderRight","ElbowRight","WristRight","HandRight","HipLeft","KneeLeft","AnkleLeft","FootLeft","HipRight","KneeRight","AnkleRight","FootRight","SpineShoulder","HandTipLeft","ThumbLeft","HandTipRight","ThumbRight"
"267487586087","-0.132161","-0.115452","-0.098026","-0.092010","-0.258087","-0.422774","-0.341660","-0.289669","0.064470","0.180416","0.096095","0.032281","-0.202095","-0.263448","-0.205604","-0.206883","-0.060678","0.045562","-0.031654","-0.008389","-0.102456","-0.276766","-0.249510","-0.007718","0.062173"
"267487586087","-0.112951","0.092172","0.294708","0.426721","0.231602","0.072226","-0.109286","-0.140342","0.232081","0.054500","-0.125477","-0.153517","-0.109491","-0.255310","-0.626773","-0.699064","-0.114941","-0.240171","-0.628495","-0.713894","0.244437","-0.184487","-0.127717","-0.219232","-0.151115"
"267487586087","4.422330","4.286251","4.139623","4.081460","4.158017","4.220805","4.182817","4.134875","4.149278","4.262504","4.225810","4.148807","4.388979","4.086228","4.127785","4.020599","4.397528","4.109735","4.156103","4.113286","4.178176","4.080033","4.135417","4.103553","4.113223"
"267487917413","-0.120100","-0.110590","-0.100990","-0.089671","-0.257022","-0.419723","-0.339466","-0.298912","0.065367","0.179510","0.095412","0.060112","-0.193349","-0.260555","-0.204204","-0.201663","-0.045026","0.046113","-0.031282","-0.018804","-0.103391","-0.291140","-0.279579","0.058032","0.075489"
"267487917413","-0.072883","0.132010","0.335115","0.466872","0.269848","0.081761","-0.101417","-0.139634","0.251952","0.066901","-0.115722","-0.121118","-0.072807","-0.251324","-0.622792","-0.696452","-0.071807","-0.237720","-0.628636","-0.716091","0.284660","-0.165269","-0.126833","-0.136120","-0.136860"
"267487917413","4.403790","4.263876","4.113738","4.056186","4.120246","4.212078","4.170801","4.119962","4.137630","4.244440","4.212707","4.173232","4.370517","4.081099","4.129459","4.022523","4.379288","4.105447","4.156641","4.110160","4.153182","4.086788","4.107250","4.131067","4.155000"
"267488586065","-0.117028","-0.104848","-0.092007","-0.083238","-0.243489","-0.384871","-0.333346","-0.288502","0.064888","0.163210","0.106354","0.080147","-0.187522","-0.254823","-0.201848","-0.203426","-0.044943","0.042525","-0.028902","-0.031653","-0.095298","-0.220565","-0.255145","0.049429","0.123691"
"267488586065","-0.031473","0.186115","0.401501","0.537689","0.328841","0.151743","-0.072076","-0.092870","0.308139","0.115402","-0.079666","-0.073371","-0.028518","-0.227560","-0.625155","-0.697628","-0.033707","-0.221174","-0.621998","-0.694512","0.348038","-0.155745","-0.082141","-0.103662","-0.084891"
"267488586065","4.382961","4.241457","4.090485","4.036300","4.101665","4.153444","4.137970","4.119649","4.104152","4.200197","4.182742","4.174763","4.352006","4.079318","4.129595","4.020997","4.355628","4.096568","4.154090","4.045453","4.130067","4.104277","4.112375","4.155343","4.168777"
"267488916789","-0.111408","-0.100899","-0.090182","-0.084087","-0.246169","-0.378107","-0.299342","-0.268210","0.065691","0.162769","0.106411","0.070164","-0.181462","-0.249364","-0.201873","-0.201572","-0.039877","0.036257","-0.036437","-0.012820","-0.092903","-0.214739","-0.245279","0.035587","0.105462"
"267488916789","-0.000863","0.217666","0.432888","0.576897","0.356162","0.148730","-0.046165","-0.089555","0.334305","0.116756","-0.079490","-0.063636","0.002295","-0.211395","-0.622336","-0.694461","-0.004038","-0.207059","-0.616181","-0.702376","0.379578","-0.158846","-0.063873","-0.086802","-0.090411"
"267488916789","4.373837","4.233620","4.083882","4.033568","4.089100","4.143761","4.110591","4.111726","4.099139","4.197258","4.177283","4.161282","4.345102","4.080207","4.128728","4.019855","4.344250","4.105885","4.153729","4.110927","4.123158","4.107445","4.121666","4.146765","4.167875"
"267489255816","-0.107487","-0.097828","-0.088334","-0.077386","-0.243973","-0.354993","-0.309913","-0.277309","0.068454","0.149183","0.102417","0.063785","-0.174907","-0.247316","-0.202133","-0.201531","-0.038423","0.035140","-0.023264","-0.020119","-0.090698","-0.237769","-0.236274","-0.004003","0.063614"
"267489255816","0.016440","0.244703","0.472957","0.613758","0.375194","0.185855","-0.054316","-0.075183","0.367060","0.132848","-0.066399","-0.065533","0.018962","-0.212483","-0.621396","-0.692547","0.013923","-0.206188","-0.623673","-0.709613","0.416071","-0.139943","-0.070435","-0.124871","-0.107807"
"267489255816","4.359056","4.218404","4.068063","4.027697","4.084563","4.118311","4.113750","4.108387","4.088018","4.171061","4.158321","4.147423","4.327976","4.080532","4.129014","4.018774","4.331150","4.105817","4.160237","4.103251","4.107482","4.079201","4.107858","4.132221","4.125667"
"267489586051","-0.103386","-0.095723","-0.088565","-0.075125","-0.242705","-0.351560","-0.307578","-0.263754","0.070397","0.141881","0.099674","0.056654","-0.170460","-0.242110","-0.202576","-0.201737","-0.034888","0.028366","-0.025024","-0.007212","-0.090325","-0.217930","-0.229939","0.046364","0.067493"
"267489586051","0.027542","0.261943","0.495070","0.643519","0.403631","0.177740","-0.062988","-0.086184","0.384627","0.170226","-0.063165","-0.107343","0.028873","-0.212087","-0.619979","-0.690081","0.025850","-0.196521","-0.616491","-0.703228","0.437226","-0.155673","-0.067708","-0.148015","-0.139410"
"267489586051","4.351987","4.214136","4.067433","4.021280","4.079663","4.113171","4.113389","4.097212","4.089178","4.159108","4.153414","4.137783","4.320804","4.082171","4.129313","4.017659","4.324137","4.111290","4.162262","4.113337","4.105875","4.082963","4.087875","4.096112","4.104625"
